sample_id,split,dialogue_id,utterance_id,utterance,emotion,emotion_id,sentiment,video_file,video_path,video_exists
train_dia3_utt3,train,3,3,He was with her when he wrote this poem.,neutral,4,neutral,dia3_utt3.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia3_utt3.mp4,True
train_dia3_utt4,train,3,4,"Look, 'My vessel so empty with nothing inside.",neutral,4,neutral,dia3_utt4.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia3_utt4.mp4,True
train_dia3_utt5,train,3,5,"Now that I've touched you, you seem emptier still.'",neutral,4,neutral,dia3_utt5.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia3_utt5.mp4,True
train_dia3_utt6,train,3,6,"He thinks Monica is empty, she is the empty vase!",surprise,6,negative,dia3_utt6.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia3_utt6.mp4,True
train_dia3_utt8,train,3,8,"Oh, totally. Oh, God, oh, she seemed so happy too.",sadness,5,negative,dia3_utt8.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia3_utt8.mp4,True
train_dia3_utt9,train,3,9,Done.,neutral,4,neutral,dia3_utt9.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia3_utt9.mp4,True
train_dia4_utt0,train,4,0,Hey!,surprise,6,positive,dia4_utt0.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt0.mp4,True
train_dia4_utt1,train,4,1,Hi!,joy,3,positive,dia4_utt1.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt1.mp4,True
train_dia4_utt2,train,4,2,What are you doing here?,surprise,6,positive,dia4_utt2.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt2.mp4,True
train_dia4_utt3,train,4,3,"Ah y'know, this building is on my paper route so I...",neutral,4,neutral,dia4_utt3.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt3.mp4,True
train_dia4_utt4,train,4,4,Oh.,neutral,4,neutral,dia4_utt4.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt4.mp4,True
train_dia4_utt5,train,4,5,Hi.,neutral,4,neutral,dia4_utt5.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt5.mp4,True
train_dia4_utt6,train,4,6,Hi.,neutral,4,neutral,dia4_utt6.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt6.mp4,True
train_dia4_utt7,train,4,7,How'd did it go?,neutral,4,neutral,dia4_utt7.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt7.mp4,True
train_dia4_utt8,train,4,8,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",joy,3,positive,dia4_utt8.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt8.mp4,True
train_dia4_utt9,train,4,9,I'm so proud of you.,joy,3,positive,dia4_utt9.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt9.mp4,True
train_dia4_utt10,train,4,10,Me too!,joy,3,positive,dia4_utt10.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt10.mp4,True
train_dia4_utt11,train,4,11,"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",sadness,5,negative,dia4_utt11.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt11.mp4,True
train_dia4_utt12,train,4,12,I know.,neutral,4,neutral,dia4_utt12.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt12.mp4,True
train_dia4_utt13,train,4,13,Yeah.,neutral,4,neutral,dia4_utt13.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt13.mp4,True
train_dia4_utt14,train,4,14,Yeah.,neutral,4,neutral,dia4_utt14.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia4_utt14.mp4,True
train_dia5_utt0,train,5,0,Ameri-can.,neutral,4,neutral,dia5_utt0.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia5_utt0.mp4,True
train_dia5_utt1,train,5,1,Ameri-ccan.,neutral,4,neutral,dia5_utt1.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia5_utt1.mp4,True
train_dia5_utt2,train,5,2,Ameri-can. Y'know it's a,neutral,4,neutral,dia5_utt2.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia5_utt2.mp4,True
train_dia5_utt3,train,5,3,Everybody!!,surprise,6,positive,dia5_utt3.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia5_utt3.mp4,True
train_dia6_utt0,train,6,0,Good job Joe! Well done! Top notch!,joy,3,positive,dia6_utt0.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt0.mp4,True
train_dia6_utt1,train,6,1,You liked it? You really liked it?,surprise,6,positive,dia6_utt1.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt1.mp4,True
train_dia6_utt2,train,6,2,"Oh-ho-ho, yeah!",joy,3,positive,dia6_utt2.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt2.mp4,True
train_dia6_utt3,train,6,3,Which part exactly?,neutral,4,neutral,dia6_utt3.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt3.mp4,True
train_dia6_utt4,train,6,4,The whole thing! Can we go?,neutral,4,neutral,dia6_utt4.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt4.mp4,True
train_dia6_utt5,train,6,5,"Oh no-no-no, give me some specifics.",anger,0,negative,dia6_utt5.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt5.mp4,True
train_dia6_utt6,train,6,6,"I love the specifics, the specifics were the best part!",joy,3,positive,dia6_utt6.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt6.mp4,True
train_dia6_utt7,train,6,7,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,4,neutral,dia6_utt7.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt7.mp4,True
train_dia6_utt8,train,6,8,I was surprised to see a kangaroo in a World War I epic.,surprise,6,negative,dia6_utt8.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt8.mp4,True
train_dia6_utt9,train,6,9,You fell asleep!!,anger,0,negative,dia6_utt9.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt9.mp4,True
train_dia6_utt10,train,6,10,There was no kangaroo!,anger,0,negative,dia6_utt10.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt10.mp4,True
train_dia6_utt11,train,6,11,They didn't take any of my suggestions!,anger,0,negative,dia6_utt11.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt11.mp4,True
train_dia6_utt12,train,6,12,That's for coming buddy.,neutral,4,neutral,dia6_utt12.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt12.mp4,True
train_dia6_utt13,train,6,13,I'll see you later.,neutral,4,neutral,dia6_utt13.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt13.mp4,True
train_dia6_utt14,train,6,14,Don't go!,sadness,5,negative,dia6_utt14.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt14.mp4,True
train_dia6_utt15,train,6,15,I'm sorry.,sadness,5,negative,dia6_utt15.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt15.mp4,True
train_dia6_utt16,train,6,16,I'm so sorry!,sadness,5,negative,dia6_utt16.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt16.mp4,True
train_dia6_utt17,train,6,17,Look!,surprise,6,negative,dia6_utt17.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt17.mp4,True
train_dia6_utt18,train,6,18,This guy fell asleep!,anger,0,negative,dia6_utt18.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt18.mp4,True
train_dia6_utt19,train,6,19,He fell asleep too!,anger,0,negative,dia6_utt19.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt19.mp4,True
train_dia6_utt20,train,6,20,Be mad at him!,anger,0,negative,dia6_utt20.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt20.mp4,True
train_dia6_utt21,train,6,21,"Or, call an ambulance.",anger,0,negative,dia6_utt21.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia6_utt21.mp4,True
train_dia7_utt0,train,7,0,"Okay, look, I think we have to tell Rachel she messed up her dessert.",neutral,4,neutral,dia7_utt0.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia7_utt0.mp4,True
train_dia7_utt1,train,7,1,"What?! What is with everybody? It's Thanksgiving, not...Truth-Day!",anger,0,negative,dia7_utt1.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia7_utt1.mp4,True
train_dia8_utt0,train,8,0,"Yes, and it is my dying wish to have that ring.",neutral,4,neutral,dia8_utt0.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia8_utt0.mp4,True
train_dia8_utt1,train,8,1,"See, if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity",neutral,4,neutral,dia8_utt1.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia8_utt1.mp4,True
train_dia8_utt2,train,8,2,"Okay, that's enough honey!",neutral,4,neutral,dia8_utt2.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia8_utt2.mp4,True
train_dia8_utt3,train,8,3,I don't know. Let me see the ring.,neutral,4,neutral,dia8_utt3.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia8_utt3.mp4,True
train_dia8_utt4,train,8,4,"Great! Okay, here.",joy,3,positive,dia8_utt4.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia8_utt4.mp4,True
train_dia8_utt5,train,8,5,All right.,neutral,4,neutral,dia8_utt5.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia8_utt5.mp4,True
train_dia8_utt6,train,8,6,Thank you. Thank you. Thank you! And,joy,3,positive,dia8_utt6.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia8_utt6.mp4,True
train_dia9_utt0,train,9,0,What've you been up to?,neutral,4,neutral,dia9_utt0.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt0.mp4,True
train_dia9_utt1,train,9,1,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,4,neutral,dia9_utt1.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt1.mp4,True
train_dia9_utt2,train,9,2,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,4,neutral,dia9_utt2.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt2.mp4,True
train_dia9_utt3,train,9,3,Can you hold on a moment? I have another call. I love her.,joy,3,positive,dia9_utt3.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt3.mp4,True
train_dia9_utt4,train,9,4,I know.,neutral,4,neutral,dia9_utt4.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt4.mp4,True
train_dia9_utt5,train,9,5,I'm back.,neutral,4,neutral,dia9_utt5.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt5.mp4,True
train_dia9_utt6,train,9,6,"So, are we gonna get together or what?",neutral,4,neutral,dia9_utt6.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt6.mp4,True
train_dia9_utt7,train,9,7,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,4,neutral,dia9_utt7.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt7.mp4,True
train_dia9_utt8,train,9,8,"Great, I'll see you then.",neutral,4,neutral,dia9_utt8.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt8.mp4,True
train_dia9_utt9,train,9,9,Ok. Ok. Having a phone has finally paid off.,joy,3,positive,dia9_utt9.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt9.mp4,True
train_dia9_utt10,train,9,10,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",neutral,4,neutral,dia9_utt10.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt10.mp4,True
train_dia9_utt11,train,9,11,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",neutral,4,neutral,dia9_utt11.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt11.mp4,True
train_dia9_utt12,train,9,12,Oh my god. You are pure evil.,disgust,1,negative,dia9_utt12.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt12.mp4,True
train_dia9_utt13,train,9,13,"Ok, pure evil , horny and alone . I've done this",anger,0,negative,dia9_utt13.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia9_utt13.mp4,True
train_dia10_utt0,train,10,0,Nobody!,anger,0,negative,dia10_utt0.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia10_utt0.mp4,True
train_dia10_utt1,train,10,1,Nobody respects the bucket!,anger,0,negative,dia10_utt1.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia10_utt1.mp4,True
train_dia10_utt2,train,10,2,You wouldn't believe what people put in here!,anger,0,negative,dia10_utt2.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia10_utt2.mp4,True
train_dia10_utt3,train,10,3,Look!,anger,0,negative,dia10_utt3.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia10_utt3.mp4,True
train_dia10_utt4,train,10,4,"Okay, does this look like a garbage can to you?",anger,0,negative,dia10_utt4.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia10_utt4.mp4,True
train_dia10_utt5,train,10,5,No.,neutral,4,neutral,dia10_utt5.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia10_utt5.mp4,True
train_dia11_utt0,train,11,0,This is my wedding.,neutral,4,neutral,dia11_utt0.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt0.mp4,True
train_dia11_utt1,train,11,1,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",anger,0,negative,dia11_utt1.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt1.mp4,True
train_dia11_utt2,train,11,2,Fine. You'll-you'll watch it on video when we get back.,neutral,4,neutral,dia11_utt2.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt2.mp4,True
train_dia11_utt3,train,11,3,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,joy,3,positive,dia11_utt3.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt3.mp4,True
train_dia11_utt4,train,11,4,Thank you.,neutral,4,neutral,dia11_utt4.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt4.mp4,True
train_dia11_utt5,train,11,5,Thank you.,neutral,4,neutral,dia11_utt5.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt5.mp4,True
train_dia11_utt6,train,11,6,"All right, let's go! Bye, Pheebs!",joy,3,positive,dia11_utt6.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt6.mp4,True
train_dia11_utt7,train,11,7,"Bye, Pheebs!",joy,3,positive,dia11_utt7.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt7.mp4,True
train_dia11_utt8,train,11,8,London baby!!,joy,3,positive,dia11_utt8.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt8.mp4,True
train_dia11_utt9,train,11,9,"Oh, do you need a hug? You don't have to bring me anything!",joy,3,positive,dia11_utt9.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia11_utt9.mp4,True
train_dia12_utt0,train,12,0,Hey!,neutral,4,neutral,dia12_utt0.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia12_utt0.mp4,True
train_dia12_utt1,train,12,1,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,joy,3,positive,dia12_utt1.mp4,/kaggle/input/datasets/pushkarsingh2005/meld-dataset/MELD.Raw/train/train_splits/dia12_utt1.mp4,True
